Term,Translate,Context,Reference,Comment
Portal.SystemSettingPage.SettingReset.Start,بدء إعادة التعيين,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙274,PASS⦙274,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingReset.Hint,ملاحظة: سيتم إغلاق جميع التطبيقات عند بدء عملية إعادة التعيين.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙275,PASS⦙275,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.Log.SaveDialogTitle,حفظ ملف السجلّ,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.Log.SaveDialogFilter,ملفّات ZIP (*.zip)|*.zip|جميع الملفّات (*.*)|*.*,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙276,PASS⦙276,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.Access.Close,حسنًا,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.Access.Title,تحذير الوصول,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.Access.Message,ليس لديك إذن للوصول إلى الموقع المحدّد.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.WallpaperSettingPage.Title,WallpaperSettingPage,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙277,PASS⦙277,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.InputMode,طريقة التفاعل,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.InputMode.Description,تحدّد الطرق التي يمكن من خلالها التفاعل مع خلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙278,PASS⦙278,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.InputMode.InputModule,وحدة التفاعل:,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙279,PASS⦙279,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.InputMode.InputDesktop,معالجة التفاعل فقط عندما يكون سطح المكتب قيد التركيز,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙280,PASS⦙280,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.InputMode.DesktopIcon,الإخفاء لتجنّب تحديد أيقونات سطح المكتب عن طريق الخطأ,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙281,PASS⦙281,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.ScreenLayout,تخطيط الشاشة,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.ScreenLayout.Description,غيّر تخطيط خلفيات الشاشة لديك على الشاشة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙282,PASS⦙282,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.StretchMode,وضع التمدّد,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.StretchMode.Description,غيّر وضع التحجيم لخلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙283,PASS⦙283,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.StayAwake,البقاء نشطًا,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.StayAwake.Description,تغيّر حالة البقاء نشطًا لخلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙284,PASS⦙284,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.CrashMode,وضع التعطّل,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.CrashMode.Description,تغيّر سلوك إعادة تحميل خلفية الشاشة عند تعطّل سطح المكتب أو إغلاقه.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙285,PASS⦙285,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.LoopMode,وضع التكرار,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.LoopMode.Description,تغيّر سلوك التكرار لخلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙286,PASS⦙286,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.ShuffleMode,وضع الخلط,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.ShuffleMode.Description,غيّر سلوك الخلط لخلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙287,PASS⦙287,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.BackgroundImage,صورة الخلفية,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.BackgroundImage.Description,تغيّر الخلفية الحيّة إلى صورة خلفية لسطح المكتب.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙288,PASS⦙288,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.HardwareAcceleration,تسريع الأجهزة,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.HardwareAcceleration.Description,تغيّر سلوك تسريع الأجهزة لخلفيات الشاشة المدعومة.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙289,PASS⦙289,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.GifPlayer,مشغّل GIF,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.GifPlayer.Description,حدّد الإضافة التي ستشغّل سِمات GIF في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙290,PASS⦙290,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.VideoPlayer,مشغّل الفيديو,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.VideoPlayer.Description,حدّد الإضافة التي ستشغّل سِمات الفيديو في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙291,PASS⦙291,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.UrlPlayer,محرّك URL,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.UrlPlayer.Description,حدّد المحرّك الذي سيشغّل سِمات URL في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙292,PASS⦙292,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.WebPlayer,محرّك Web,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.WebPlayer.Description,حدّد المحرّك الذي سيشغّل سِمات Web في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙293,PASS⦙293,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.YouTubePlayer,محرّك YouTube,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.YouTubePlayer.Description,حدّد المحرّك الذي سيشغّل سِمات YouTube في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
PASS⦙294,PASS⦙294,Don't Touch,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.WallpaperSettingPage.ApplicationPlayer,محرّك Application,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.WallpaperSettingPage.ApplicationPlayer.Description,حدّد المحرّك الذي سيشغّل سِمات Application في مكتبتك.,,Portal\SettingPage\WallpaperSettingPage\Portal.WallpaperSettingPage.AR.xaml,
Portal.BrokenStorePage.Title,BrokenStorePage,,Portal\StorePage\BrokenStorePage\Portal.BrokenStorePage.AR.xaml,
PASS⦙295,PASS⦙295,Don't Touch,Portal\StorePage\BrokenStorePage\Portal.BrokenStorePage.AR.xaml,Please don't touch the translation in this line.
Portal.BrokenStorePage.TitleText,لحظةٌ خَفَتَت فيها أضواء الإنترنت,,Portal\StorePage\BrokenStorePage\Portal.BrokenStorePage.AR.xaml,
Portal.BrokenStorePage.DescriptionText,كسماءٍ بلا نجوم، لا وميض للإنترنت هنا,,Portal\StorePage\BrokenStorePage\Portal.BrokenStorePage.AR.xaml,
Portal.FullStorePage.Title,FullStorePage,,Portal\StorePage\FullStorePage\Portal.FullStorePage.AR.xaml,
Portal.SearchStorePage.Title,SearchStorePage,,Portal\StorePage\SearchStorePage\Portal.SearchStorePage.AR.xaml,
PASS⦙296,PASS⦙296,Don't Touch,Portal\StorePage\SearchStorePage\Portal.SearchStorePage.AR.xaml,Please don't touch the translation in this line.
Portal.SearchStorePage.TitleText,قد تكون إجابة ما تبحث عنه مخبّأة في السماء,,Portal\StorePage\SearchStorePage\Portal.SearchStorePage.AR.xaml,
Portal.SearchStorePage.DescriptionText,إذا لم تظهر النتائج كما تتوقّع، فقد تقدّم لك السماء تجربة جديدة,,Portal\StorePage\SearchStorePage\Portal.SearchStorePage.AR.xaml,
Portal.UnknownStorePage.Title,UnknownStorePage,,Portal\StorePage\UnknownStorePage\Portal.UnknownStorePage.AR.xaml,
PASS⦙297,PASS⦙297,Don't Touch,Portal\StorePage\UnknownStorePage\Portal.UnknownStorePage.AR.xaml,Please don't touch the translation in this line.
Portal.UnknownStorePage.TitleText,اكتشف الحالة الغامضة التي ظهرت في المتجر,,Portal\StorePage\UnknownStorePage\Portal.UnknownStorePage.AR.xaml,
Portal.UnknownStorePage.DescriptionText,انطلق في رحلة لكشف المجهول وإلقاء الضوء على الحالة الغامضة التي ظهرت في المتجر,,Portal\StorePage\UnknownStorePage\Portal.UnknownStorePage.AR.xaml,
